Date,Day,WLEMUINDXD
12/03/2021,Fri,36.88
13/03/2021,Sat,16.9
14/03/2021,Sun,67.28
15/03/2021,Mon,52.9
16/03/2021,Tue,13.66
17/03/2021,Wed,67.96
18/03/2021,Thu,46.48
19/03/2021,Fri,62.32
20/03/2021,Sat,32.76
21/03/2021,Sun,64.51
22/03/2021,Mon,51.94
23/03/2021,Tue,13.5
24/03/2021,Wed,111.46
25/03/2021,Thu,35.28
26/03/2021,Fri,37.47
27/03/2021,Sat,33.64
28/03/2021,Sun,126.88
29/03/2021,Mon,17.37
30/03/2021,Tue,13.42
31/03/2021,Wed,67.74
01/04/2021,Thu,118.55
02/04/2021,Fri,51.39
03/04/2021,Sat,124.9
04/04/2021,Sun,125.31
05/04/2021,Mon,18.45
06/04/2021,Tue,41.76
07/04/2021,Wed,44.49
08/04/2021,Thu,58.53
09/04/2021,Fri,113.9
10/04/2021,Sat,70.17
11/04/2021,Sun,240.63
12/04/2021,Mon,55.01
13/04/2021,Tue,40.8
14/04/2021,Wed,32.2
15/04/2021,Thu,22.77
16/04/2021,Fri,50.96
17/04/2021,Sat,84.18
18/04/2021,Sun,33.95
19/04/2021,Mon,121.44
20/04/2021,Tue,39.79
21/04/2021,Wed,33.63
22/04/2021,Thu,58.7
23/04/2021,Fri,136.04
24/04/2021,Sat,67.87
25/04/2021,Sun,66.6
26/04/2021,Mon,121.14
27/04/2021,Tue,13.32
28/04/2021,Wed,75.77
29/04/2021,Thu,68.15
30/04/2021,Fri,50.17
01/05/2021,Sat,84.32
02/05/2021,Sun,67.49
03/05/2021,Mon,105.06
04/05/2021,Tue,41.33
05/05/2021,Wed,22.81
06/05/2021,Thu,23.76
07/05/2021,Fri,25.68
08/05/2021,Sat,17.88
09/05/2021,Sun,136.11
10/05/2021,Mon,53.73
11/05/2021,Tue,41.19
12/05/2021,Wed,10.97
13/05/2021,Thu,11.46
14/05/2021,Fri,12.65
15/05/2021,Sat,17.85
16/05/2021,Sun,51.54
17/05/2021,Mon,35.94
18/05/2021,Tue,67.26
19/05/2021,Wed,111.45
20/05/2021,Thu,119.84
21/05/2021,Fri,106.1
22/05/2021,Sat,53.72
23/05/2021,Sun,171.51
24/05/2021,Mon,17.97
25/05/2021,Tue,96.49
26/05/2021,Wed,11.13
27/05/2021,Thu,11.65
28/05/2021,Fri,12.98
29/05/2021,Sat,36.56
30/05/2021,Sun,34.58
31/05/2021,Mon,28.22
01/06/2021,Tue,15.62
02/06/2021,Wed,23.3
03/06/2021,Thu,48.38
04/06/2021,Fri,25.76
05/06/2021,Sat,55.24
06/06/2021,Sun,68.2
07/06/2021,Mon,18.46
08/06/2021,Tue,58.35
09/06/2021,Wed,104.71
10/06/2021,Thu,23.33
11/06/2021,Fri,38.85
12/06/2021,Sat,37.51
13/06/2021,Sun,53.47
14/06/2021,Mon,127.87
15/06/2021,Tue,101.53
16/06/2021,Wed,72.42
17/06/2021,Thu,50.22
18/06/2021,Fri,80.87
19/06/2021,Sat,18.95
20/06/2021,Sun,204.83
21/06/2021,Mon,38.46
22/06/2021,Tue,14.72
23/06/2021,Wed,24.6
24/06/2021,Thu,24.95
25/06/2021,Fri,13.7
26/06/2021,Sat,19.37
27/06/2021,Sun,110.52
28/06/2021,Mon,38.74
29/06/2021,Tue,15.22
30/06/2021,Wed,49.07
01/07/2021,Thu,25.94
02/07/2021,Fri,14.18
03/07/2021,Sat,19.87
04/07/2021,Sun,55.28
05/07/2021,Mon,109.38
06/07/2021,Tue,34.18
07/07/2021,Wed,38.01
08/07/2021,Thu,38.62
09/07/2021,Fri,14.01
10/07/2021,Sat,80.72
11/07/2021,Sun,366.23
12/07/2021,Mon,40.16
13/07/2021,Tue,61.89
14/07/2021,Wed,24.98
15/07/2021,Thu,13.2
16/07/2021,Fri,110.66
17/07/2021,Sat,237.65
18/07/2021,Sun,89.34
19/07/2021,Mon,39.31
20/07/2021,Tue,62.83
21/07/2021,Wed,85.79
22/07/2021,Thu,38.21
23/07/2021,Fri,13.58
24/07/2021,Sat,19.72
25/07/2021,Sun,86.41
26/07/2021,Mon,19.48
27/07/2021,Tue,87.54
28/07/2021,Wed,110.3
29/07/2021,Thu,38.28
30/07/2021,Fri,40.66
31/07/2021,Sat,19.45
01/08/2021,Sun,176.01
02/08/2021,Mon,19.41
03/08/2021,Tue,14.74
04/08/2021,Wed,47.53
05/08/2021,Thu,99.84
06/08/2021,Fri,13.48
07/08/2021,Sat,19.16
08/08/2021,Sun,17.72
09/08/2021,Mon,138.86
10/08/2021,Tue,28.72
11/08/2021,Wed,72.58
12/08/2021,Thu,76.19
13/08/2021,Fri,13.42
14/08/2021,Sat,19.49
15/08/2021,Sun,208.91
16/08/2021,Mon,38.74
17/08/2021,Tue,201.68
18/08/2021,Wed,69.6
19/08/2021,Thu,49.09
20/08/2021,Fri,13.35
21/08/2021,Sat,18.77
22/08/2021,Sun,206.35
23/08/2021,Mon,76.03
24/08/2021,Tue,28.87
25/08/2021,Wed,81.17
26/08/2021,Thu,12.16
27/08/2021,Fri,12.27
28/08/2021,Sat,17.01
29/08/2021,Sun,16.35
30/08/2021,Mon,18.79
31/08/2021,Tue,42.85
01/09/2021,Wed,11.2
02/09/2021,Thu,48.52
03/09/2021,Fri,49.37
04/09/2021,Sat,17.46
05/09/2021,Sun,69.33
06/09/2021,Mon,58.87
07/09/2021,Tue,126.12
08/09/2021,Wed,81.45
09/09/2021,Thu,58.05
10/09/2021,Fri,11.95
11/09/2021,Sat,31.98
12/09/2021,Sun,139.01
13/09/2021,Mon,160.7
14/09/2021,Tue,166.79
15/09/2021,Wed,11.36
16/09/2021,Thu,35.72
17/09/2021,Fri,12.28
18/09/2021,Sat,16.89
19/09/2021,Sun,16.18
20/09/2021,Mon,146.94
21/09/2021,Tue,281.83
22/09/2021,Wed,172.2
23/09/2021,Thu,23.55
24/09/2021,Fri,24.3
25/09/2021,Sat,33.81
26/09/2021,Sun,96.49
27/09/2021,Mon,143.59
28/09/2021,Tue,41.99
29/09/2021,Wed,44.72
30/09/2021,Thu,68.98
01/10/2021,Fri,70.87
02/10/2021,Sat,66.7
03/10/2021,Sun,15.73
04/10/2021,Mon,107.13
05/10/2021,Tue,13.6
06/10/2021,Wed,102.87
07/10/2021,Thu,82.45
08/10/2021,Fri,36.59
09/10/2021,Sat,33.94
10/10/2021,Sun,16.15
11/10/2021,Mon,18.88
12/10/2021,Tue,28.43
13/10/2021,Wed,45.33
14/10/2021,Thu,11.43
15/10/2021,Fri,37.07
16/10/2021,Sat,32.9
17/10/2021,Sun,215.27
18/10/2021,Mon,18.44
19/10/2021,Tue,14.05
20/10/2021,Wed,22.61
21/10/2021,Thu,92.46
22/10/2021,Fri,12.25
23/10/2021,Sat,16.72
24/10/2021,Sun,65.43
25/10/2021,Mon,54.32
26/10/2021,Tue,69.58
27/10/2021,Wed,101.17
28/10/2021,Thu,57.06
29/10/2021,Fri,24.12
30/10/2021,Sat,16.28
31/10/2021,Sun,16.15
01/11/2021,Mon,127.18
02/11/2021,Tue,26.74
03/11/2021,Wed,216.7
04/11/2021,Thu,187.34
05/11/2021,Fri,215.79
06/11/2021,Sat,301.82
07/11/2021,Sun,338.45
08/11/2021,Mon,358.99
09/11/2021,Tue,257.17
10/11/2021,Wed,22.6
11/11/2021,Thu,12.28
12/11/2021,Fri,12.64
13/11/2021,Sat,17.24
14/11/2021,Sun,79.85
15/11/2021,Mon,99.72
16/11/2021,Tue,42.1
17/11/2021,Wed,57.79
18/11/2021,Thu,35.75
19/11/2021,Fri,25.16
20/11/2021,Sat,17.25
21/11/2021,Sun,48.19
22/11/2021,Mon,18.56
23/11/2021,Tue,28.81
24/11/2021,Wed,12.72
25/11/2021,Thu,38.3
26/11/2021,Fri,45.48
27/11/2021,Sat,213.71
28/11/2021,Sun,154.74
29/11/2021,Mon,54.3
30/11/2021,Tue,111.66
01/12/2021,Wed,113.42
02/12/2021,Thu,106.94
03/12/2021,Fri,180.95
04/12/2021,Sat,162.43
05/12/2021,Sun,16.96
06/12/2021,Mon,18.39
07/12/2021,Tue,70.19
08/12/2021,Wed,23.7
09/12/2021,Thu,24.22
10/12/2021,Fri,52.19
11/12/2021,Sat,111.82
12/12/2021,Sun,191.41
13/12/2021,Mon,18.87
14/12/2021,Tue,43.16
15/12/2021,Wed,35.71
16/12/2021,Thu,62.91
17/12/2021,Fri,159.57
18/12/2021,Sat,36.82
19/12/2021,Sun,84.68
20/12/2021,Mon,58.79
21/12/2021,Tue,134.62
22/12/2021,Wed,135.63
23/12/2021,Thu,66.7
24/12/2021,Fri,81.14
25/12/2021,Sat,333.57
26/12/2021,Sun,366.06
27/12/2021,Mon,218.69
28/12/2021,Tue,49.81
29/12/2021,Wed,57.65
30/12/2021,Thu,86.41
31/12/2021,Fri,120.62
01/01/2022,Sat,222.61
02/01/2022,Sun,120.22
03/01/2022,Mon,112.25
04/01/2022,Tue,33.62
05/01/2022,Wed,42.88
06/01/2022,Thu,86.93
07/01/2022,Fri,20.1
08/01/2022,Sat,45.76
09/01/2022,Sun,90.78
10/01/2022,Mon,100.45
11/01/2022,Tue,21.43
12/01/2022,Wed,225.35
13/01/2022,Thu,83.55
14/01/2022,Fri,115.98
15/01/2022,Sat,76.9
16/01/2022,Sun,168.53
17/01/2022,Mon,34.02
18/01/2022,Tue,33.69
19/01/2022,Wed,8.13
20/01/2022,Thu,49.95
21/01/2022,Fri,87.59
22/01/2022,Sat,61.26
23/01/2022,Sun,61.37
24/01/2022,Mon,73.26
25/01/2022,Tue,234.53
26/01/2022,Wed,144.59
27/01/2022,Thu,169.89
28/01/2022,Fri,48.52
29/01/2022,Sat,110.78
30/01/2022,Sun,306.93
31/01/2022,Mon,157.03
01/02/2022,Tue,136.45
02/02/2022,Wed,171.84
03/02/2022,Thu,115.14
04/02/2022,Fri,39.3
05/02/2022,Sat,30.89
06/02/2022,Sun,137.03
07/02/2022,Mon,28.42
08/02/2022,Tue,10.51
09/02/2022,Wed,31.37
10/02/2022,Thu,49.65
11/02/2022,Fri,59.3
12/02/2022,Sat,119.68
13/02/2022,Sun,131.51
14/02/2022,Mon,114.88
15/02/2022,Tue,42.75
16/02/2022,Wed,38.92
17/02/2022,Thu,66.56
18/02/2022,Fri,133.01
19/02/2022,Sat,91.75
20/02/2022,Sun,122.3
21/02/2022,Mon,63.24
22/02/2022,Tue,34.09
23/02/2022,Wed,73.48
24/02/2022,Thu,85.22
25/02/2022,Fri,168.78
26/02/2022,Sat,216.87
27/02/2022,Sun,136.23
28/02/2022,Mon,73.7
01/03/2022,Tue,84.97
02/03/2022,Wed,121.46
03/03/2022,Thu,164.71
04/03/2022,Fri,58.61
05/03/2022,Sat,108.12
06/03/2022,Sun,104.01
07/03/2022,Mon,56.91
08/03/2022,Tue,143.3
09/03/2022,Wed,107.69
10/03/2022,Thu,142.35
11/03/2022,Fri,188.09
12/03/2022,Sat,112.77
13/03/2022,Sun,227.64
14/03/2022,Mon,246.05
15/03/2022,Tue,91.68
16/03/2022,Wed,93.49
17/03/2022,Thu,111.31
18/03/2022,Fri,122.22
19/03/2022,Sat,84.36
20/03/2022,Sun,172.07
21/03/2022,Mon,153.11
22/03/2022,Tue,69.19
23/03/2022,Wed,98.22
24/03/2022,Thu,70.71
25/03/2022,Fri,102.17
26/03/2022,Sat,137.25
27/03/2022,Sun,258.25
28/03/2022,Mon,119.08
29/03/2022,Tue,184.66
30/03/2022,Wed,110.86
31/03/2022,Thu,96.02
01/04/2022,Fri,69.12
02/04/2022,Sat,33.04
03/04/2022,Sun,47.36
04/04/2022,Mon,58.15
05/04/2022,Tue,101.63
06/04/2022,Wed,128.5
07/04/2022,Thu,78.46
08/04/2022,Fri,20.62
09/04/2022,Sat,81.69
10/04/2022,Sun,295.73
11/04/2022,Mon,193.19
12/04/2022,Tue,34.16
13/04/2022,Wed,51.43
14/04/2022,Thu,103.15
15/04/2022,Fri,41.63
16/04/2022,Sat,34.83
17/04/2022,Sun,32.7
18/04/2022,Mon,76.98
19/04/2022,Tue,239.84
20/04/2022,Wed,75.77
21/04/2022,Thu,69.98
22/04/2022,Fri,90.54
23/04/2022,Sat,66.02
24/04/2022,Sun,45.49
25/04/2022,Mon,131.45
26/04/2022,Tue,44.42
27/04/2022,Wed,33.48
28/04/2022,Thu,60.13
29/04/2022,Fri,131.51
30/04/2022,Sat,327.42
01/05/2022,Sun,113.96
02/05/2022,Mon,73.17
03/05/2022,Tue,110.17
04/05/2022,Wed,199.17
05/05/2022,Thu,130.68
06/05/2022,Fri,250.97
07/05/2022,Sat,67.62
08/05/2022,Sun,277.25
09/05/2022,Mon,129.57
10/05/2022,Tue,112.36
11/05/2022,Wed,92.85
12/05/2022,Thu,68.63
13/05/2022,Fri,120.14
14/05/2022,Sat,94.75
15/05/2022,Sun,94.39
16/05/2022,Mon,57.32
17/05/2022,Tue,22.37
18/05/2022,Wed,125.3
19/05/2022,Thu,131.05
20/05/2022,Fri,149.55
21/05/2022,Sat,200.66
22/05/2022,Sun,167.08
23/05/2022,Mon,179.29
24/05/2022,Tue,92.7
25/05/2022,Wed,172.07
26/05/2022,Thu,166.85
27/05/2022,Fri,231.82
28/05/2022,Sat,32.78
29/05/2022,Sun,165.64
30/05/2022,Mon,48.78
31/05/2022,Tue,25.72
01/06/2022,Wed,69.88
02/06/2022,Thu,116.11
03/06/2022,Fri,81.92
04/06/2022,Sat,16.62
05/06/2022,Sun,60.22
06/06/2022,Mon,45.61
07/06/2022,Tue,69.52
08/06/2022,Wed,61.53
09/06/2022,Thu,113.22
10/06/2022,Fri,92.05
11/06/2022,Sat,35.14
12/06/2022,Sun,95.94
13/06/2022,Mon,93.86
14/06/2022,Tue,35.2
15/06/2022,Wed,53.8
16/06/2022,Thu,152.05
17/06/2022,Fri,70.87
18/06/2022,Sat,85.74
19/06/2022,Sun,152.69
20/06/2022,Mon,33.32
21/06/2022,Tue,98.16
22/06/2022,Wed,118.73
23/06/2022,Thu,55
24/06/2022,Fri,84.02
25/06/2022,Sat,68.51
26/06/2022,Sun,276.25
27/06/2022,Mon,80.28
28/06/2022,Tue,72.94
29/06/2022,Wed,52.98
30/06/2022,Thu,172.69
01/07/2022,Fri,188.65
02/07/2022,Sat,34.45
03/07/2022,Sun,51.31
04/07/2022,Mon,109.05
05/07/2022,Tue,56.09
06/07/2022,Wed,77.5
07/07/2022,Thu,95.37
08/07/2022,Fri,74.24
09/07/2022,Sat,55.05
10/07/2022,Sun,114.31
11/07/2022,Mon,33.04
12/07/2022,Tue,61.95
13/07/2022,Wed,46.66
14/07/2022,Thu,141.31
15/07/2022,Fri,107.08
16/07/2022,Sat,55.19
17/07/2022,Sun,133.23
18/07/2022,Mon,48.3
19/07/2022,Tue,108.18
20/07/2022,Wed,149.94
21/07/2022,Thu,119.9
22/07/2022,Fri,115.32
23/07/2022,Sat,106.76
24/07/2022,Sun,150.93
25/07/2022,Mon,79.82
26/07/2022,Tue,50.23
27/07/2022,Wed,194.15
28/07/2022,Thu,180.36
29/07/2022,Fri,86.11
30/07/2022,Sat,54.47
31/07/2022,Sun,115.53
01/08/2022,Mon,265.4
02/08/2022,Tue,60.94
03/08/2022,Wed,125.84
04/08/2022,Thu,104.16
05/08/2022,Fri,126.28
06/08/2022,Sat,90.02
07/08/2022,Sun,165.08
08/08/2022,Mon,259.28
09/08/2022,Tue,87.15
10/08/2022,Wed,120.54
11/08/2022,Thu,141.42
12/08/2022,Fri,106.87
13/08/2022,Sat,74.14
14/08/2022,Sun,50.45
15/08/2022,Mon,111.66
16/08/2022,Tue,59.72
17/08/2022,Wed,99.81
18/08/2022,Thu,9.12
19/08/2022,Fri,114.81
20/08/2022,Sat,114.9
21/08/2022,Sun,128.43
22/08/2022,Mon,446.93
23/08/2022,Tue,58.62
24/08/2022,Wed,70.68
25/08/2022,Thu,79.66
26/08/2022,Fri,58.58
27/08/2022,Sat,47.79
28/08/2022,Sun,61.43
29/08/2022,Mon,105.7
30/08/2022,Tue,127.62
31/08/2022,Wed,85.8
01/09/2022,Thu,42.39
02/09/2022,Fri,36.42
03/09/2022,Sat,14.56
04/09/2022,Sun,206.11
05/09/2022,Mon,46.61
06/09/2022,Tue,60.81
07/09/2022,Wed,96.27
08/09/2022,Thu,38.83
09/09/2022,Fri,47.57
10/09/2022,Sat,28.75
11/09/2022,Sun,29.05
12/09/2022,Mon,186.29
13/09/2022,Tue,22
14/09/2022,Wed,33.52
15/09/2022,Thu,181.06
16/09/2022,Fri,73.17
17/09/2022,Sat,160.71
18/09/2022,Sun,145.85
19/09/2022,Mon,14.36
20/09/2022,Tue,65.92
21/09/2022,Wed,106.16
22/09/2022,Thu,171.54
23/09/2022,Fri,121.27
24/09/2022,Sat,28.94
25/09/2022,Sun,58.94
26/09/2022,Mon,85.1
27/09/2022,Tue,145.78
28/09/2022,Wed,142.8
29/09/2022,Thu,34.05
30/09/2022,Fri,102.04
01/10/2022,Sat,42.71
02/10/2022,Sun,542.1
03/10/2022,Mon,171.21
04/10/2022,Tue,164.15
05/10/2022,Wed,210.92
06/10/2022,Thu,77.47
07/10/2022,Fri,28.39
08/10/2022,Sat,103.93
09/10/2022,Sun,197.14
10/10/2022,Mon,74.79
11/10/2022,Tue,22.91
12/10/2022,Wed,50.15
13/10/2022,Thu,50.96
14/10/2022,Fri,258.67
15/10/2022,Sat,72.37
16/10/2022,Sun,58.25
17/10/2022,Mon,56.99
18/10/2022,Tue,43.13
19/10/2022,Wed,67.88
20/10/2022,Thu,83.43
21/10/2022,Fri,9.46
22/10/2022,Sat,14.74
23/10/2022,Sun,99.57
24/10/2022,Mon,157.87
25/10/2022,Tue,122.36
26/10/2022,Wed,133.09
27/10/2022,Thu,196.18
28/10/2022,Fri,137.82
29/10/2022,Sat,14.45
30/10/2022,Sun,86.98
,,
